nombre,apellidos,correo electrónico,contraseña temporal,carrera,ciclo
María,García Pérez,36224780@sima.com,maría123,Ingeniería de Minas,10
Camila,Cruz Fernández,82624056@sima.com,camila123,Ingeniería de Sistemas e Informática,6
Carlos,Vargas Soto,63591273@sima.com,carlos123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
Camila,Flores Rojas,75294067@sima.com,camila123,Derecho,2
Valeria,Quispe Mamani,22266521@sima.com,valeria123,Ingeniería Mecánica,7
José,Torres Díaz,91754479@sima.com,josé123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,5
Paula,Quispe Mamani,67041363@sima.com,paula123,Ingeniería Empresarial,3
Valeria,García Pérez,34973592@sima.com,valeria123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
José,Castillo Huamán,73955493@sima.com,josé123,Odontología,8
Ricardo,Quispe Mamani,41612508@sima.com,ricardo123,Odontología,3
José,Vargas Soto,77749963@sima.com,josé123,Ciencias de la Comunicación,5
Andrea,Vargas Soto,69726638@sima.com,andrea123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,7
Paula,Cruz Fernández,77258277@sima.com,paula123,Arquitectura,1
Daniela,García Pérez,79708519@sima.com,daniela123,Tecnología Médica - Radiología,4
Valeria,Torres Díaz,36148879@sima.com,valeria123,Nutrición y Dietética,2
Daniela,Vargas Soto,82262650@sima.com,daniela123,Odontología,6
Andrea,Paredes Silva,55761419@sima.com,andrea123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,2
Andrea,Quispe Mamani,93105970@sima.com,andrea123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Ricardo,Torres Díaz,87760470@sima.com,ricardo123,Odontología,1
Ricardo,Ramos Medina,21819915@sima.com,ricardo123,Ingeniería Civil,6
Ricardo,Castillo Huamán,48252579@sima.com,ricardo123,Ingeniería Eléctrica,3
Miguel,Cruz Fernández,42758047@sima.com,miguel123,Farmacia y Bioquímica,1
María,Quispe Mamani,66198311@sima.com,maría123,Ingeniería de Sistemas e Informática,7
José,Flores Rojas,77046728@sima.com,josé123,Medicina Humana,5
Daniela,Torres Díaz,13150334@sima.com,daniela123,Ingeniería de Sistemas e Informática,8
José,Paredes Silva,82881715@sima.com,josé123,Ingeniería Ambiental,9
Ana,Flores Rojas,41317058@sima.com,ana123,Nutrición y Dietética,7
Lucía,Cruz Fernández,71666123@sima.com,lucía123,Nutrición y Dietética,1
Ana,Cruz Fernández,49107214@sima.com,ana123,Medicina Humana,3
Camila,Flores Rojas,80603007@sima.com,camila123,Ingeniería Civil,3
Kevin,Mendoza López,33559790@sima.com,kevin123,Nutrición y Dietética,5
Elena,Cruz Fernández,33735747@sima.com,elena123,Derecho,4
Elena,García Pérez,42237585@sima.com,elena123,Ciencias de la Comunicación,7
Lucía,Cruz Fernández,13677939@sima.com,lucía123,Ingeniería de Sistemas e Informática,3
Jorge,Paredes Silva,84516415@sima.com,jorge123,Derecho,6
Diego,Mendoza López,38434981@sima.com,diego123,Odontología,6
Sofía,Vargas Soto,30766052@sima.com,sofía123,Derecho,4
Elena,Ramos Medina,50409459@sima.com,elena123,Ingeniería Mecatrónica,9
Kevin,Quispe Mamani,42124229@sima.com,kevin123,Ingeniería Empresarial,4
Luis,Flores Rojas,96405149@sima.com,luis123,Ingeniería Mecatrónica,9
Sofía,Flores Rojas,74099591@sima.com,sofía123,Tecnología Médica - Terapia Física y Rehabilitación,10
Miguel,Castillo Huamán,54550285@sima.com,miguel123,Odontología,7
María,Paredes Silva,76513119@sima.com,maría123,Ingeniería Ambiental,8
Andrea,García Pérez,65629133@sima.com,andrea123,Ingeniería Mecánica,6
María,Paredes Silva,92367513@sima.com,maría123,Ciencias de la Comunicación,6
Ricardo,Quispe Mamani,32092817@sima.com,ricardo123,Ingeniería Industrial,8
Alonso,Ramos Medina,56967401@sima.com,alonso123,Ingeniería de Sistemas e Informática,1
Luis,Ramos Medina,94531723@sima.com,luis123,Ingeniería Empresarial,6
José,García Pérez,57677799@sima.com,josé123,Medicina Humana,5
Camila,Mendoza López,87425394@sima.com,camila123,Ingeniería Mecatrónica,2
Luis,Flores Rojas,30049894@sima.com,luis123,Derecho,7
María,García Pérez,73026235@sima.com,maría123,Tecnología Médica - Terapia Física y Rehabilitación,3
Ana,Quispe Mamani,49140256@sima.com,ana123,Ingeniería Ambiental,6
Carlos,Flores Rojas,72362138@sima.com,carlos123,Tecnología Médica - Terapia Física y Rehabilitación,2
Paula,Torres Díaz,61579189@sima.com,paula123,Tecnología Médica - Terapia Física y Rehabilitación,6
Andrea,Vargas Soto,72308068@sima.com,andrea123,Odontología,10
Kevin,García Pérez,50425687@sima.com,kevin123,Enfermería,8
Ricardo,Torres Díaz,22664989@sima.com,ricardo123,Arquitectura,1
Fernando,Flores Rojas,22296511@sima.com,fernando123,Arquitectura,5
Daniela,Ramos Medina,65626990@sima.com,daniela123,Ingeniería Empresarial,1
Ana,Quispe Mamani,55735196@sima.com,ana123,Derecho,10
Valeria,García Pérez,87713201@sima.com,valeria123,Ingeniería Eléctrica,4
Camila,García Pérez,88683124@sima.com,camila123,Ingeniería Ambiental,2
Sofía,Mendoza López,27782236@sima.com,sofía123,Ingeniería Industrial,10
Miguel,Paredes Silva,86620043@sima.com,miguel123,Farmacia y Bioquímica,1
José,Castillo Huamán,96712025@sima.com,josé123,Ciencias de la Comunicación,8
Jorge,Torres Díaz,69506950@sima.com,jorge123,Tecnología Médica - Radiología,4
Carlos,Cruz Fernández,78451648@sima.com,carlos123,Ingeniería de Minas,7
Andrea,Torres Díaz,82199745@sima.com,andrea123,Enfermería,7
Ricardo,Vargas Soto,23766176@sima.com,ricardo123,Arquitectura,7
Carlos,Quispe Mamani,96728872@sima.com,carlos123,Medicina Humana,6
Alonso,Castillo Huamán,81659171@sima.com,alonso123,Ingeniería de Sistemas e Informática,3
Andrea,Castillo Huamán,10845997@sima.com,andrea123,Ingeniería Civil,7
Sofía,Paredes Silva,89850972@sima.com,sofía123,Ingeniería Mecatrónica,1
Andrea,Ramos Medina,22808424@sima.com,andrea123,Derecho,4
Lucía,Flores Rojas,86557991@sima.com,lucía123,Arquitectura,10
Ana,Mendoza López,45417114@sima.com,ana123,Ingeniería Empresarial,6
Elena,Flores Rojas,33724713@sima.com,elena123,Ciencias de la Comunicación,10
Sofía,Mendoza López,35779333@sima.com,sofía123,Odontología,4
Alonso,Torres Díaz,29873428@sima.com,alonso123,Ingeniería de Minas,8
María,Mendoza López,58851954@sima.com,maría123,Ciencias de la Comunicación,3
Fernando,Ramos Medina,20242943@sima.com,fernando123,Tecnología Médica - Terapia Física y Rehabilitación,7
Ana,Torres Díaz,81762134@sima.com,ana123,Nutrición y Dietética,2
Andrea,Cruz Fernández,90421320@sima.com,andrea123,Ingeniería de Minas,9
Fernando,Castillo Huamán,79910900@sima.com,fernando123,Derecho,9
Lucía,Quispe Mamani,68727445@sima.com,lucía123,Tecnología Médica - Terapia Física y Rehabilitación,4
Diego,Flores Rojas,48293599@sima.com,diego123,Medicina Humana,4
Miguel,Paredes Silva,54936109@sima.com,miguel123,Enfermería,4
María,García Pérez,73804164@sima.com,maría123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
Miguel,Castillo Huamán,14968270@sima.com,miguel123,Ingeniería Eléctrica,5
María,Mendoza López,86185621@sima.com,maría123,Farmacia y Bioquímica,7
Miguel,Torres Díaz,76997788@sima.com,miguel123,Ingeniería Ambiental,3
Ana,Mendoza López,16023151@sima.com,ana123,Enfermería,4
Luis,Quispe Mamani,50677028@sima.com,luis123,Ingeniería Industrial,2
Paula,Castillo Huamán,33055070@sima.com,paula123,Ingeniería Ambiental,3
Fernando,Torres Díaz,27588091@sima.com,fernando123,Ingeniería Mecánica,3
Diego,Ramos Medina,84094104@sima.com,diego123,Ingeniería Ambiental,3
Carlos,Mendoza López,98381828@sima.com,carlos123,Tecnología Médica - Radiología,6
Elena,Vargas Soto,58085373@sima.com,elena123,Odontología,9
María,Flores Rojas,64513042@sima.com,maría123,Ingeniería Civil,9
Daniela,Quispe Mamani,17450799@sima.com,daniela123,Tecnología Médica - Radiología,10
Elena,Flores Rojas,46150550@sima.com,elena123,Ingeniería de Minas,7
Daniela,Ramos Medina,93535298@sima.com,daniela123,Ingeniería de Sistemas e Informática,7
Jorge,Quispe Mamani,70382806@sima.com,jorge123,Enfermería,2
Sofía,Flores Rojas,23459272@sima.com,sofía123,Ingeniería de Sistemas e Informática,4
José,Quispe Mamani,84618274@sima.com,josé123,Nutrición y Dietética,2
Elena,García Pérez,56608664@sima.com,elena123,Derecho,3
Ricardo,García Pérez,13330290@sima.com,ricardo123,Farmacia y Bioquímica,2
Miguel,Cruz Fernández,58918628@sima.com,miguel123,Ingeniería Empresarial,7
Andrea,Ramos Medina,98295798@sima.com,andrea123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Andrea,Paredes Silva,67995926@sima.com,andrea123,Enfermería,2
Andrea,Cruz Fernández,91013082@sima.com,andrea123,Tecnología Médica - Radiología,1
Daniela,Vargas Soto,55871316@sima.com,daniela123,Tecnología Médica - Radiología,10
María,Cruz Fernández,99788104@sima.com,maría123,Tecnología Médica - Radiología,3
María,Flores Rojas,29324120@sima.com,maría123,Ciencias de la Comunicación,5
Andrea,Ramos Medina,49786068@sima.com,andrea123,Medicina Humana,3
María,Torres Díaz,57597464@sima.com,maría123,Ingeniería Mecánica,4
Ricardo,Ramos Medina,92956448@sima.com,ricardo123,Ingeniería Industrial,7
José,Torres Díaz,33390160@sima.com,josé123,Ingeniería Industrial,8
María,García Pérez,81759308@sima.com,maría123,Ciencias de la Comunicación,9
Diego,Vargas Soto,75043466@sima.com,diego123,Ingeniería Civil,8
Paula,Castillo Huamán,13513061@sima.com,paula123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,7
Lucía,Cruz Fernández,24388173@sima.com,lucía123,Ingeniería Mecánica,10
Carlos,Quispe Mamani,22503066@sima.com,carlos123,Ingeniería Ambiental,5
Alonso,Torres Díaz,41008493@sima.com,alonso123,Derecho,3
Camila,Quispe Mamani,93952357@sima.com,camila123,Ingeniería Mecánica,10
María,Flores Rojas,22282968@sima.com,maría123,Ingeniería Mecánica,4
Paula,Flores Rojas,17377854@sima.com,paula123,Tecnología Médica - Radiología,5
Daniela,García Pérez,39300401@sima.com,daniela123,Ingeniería Eléctrica,8
Valeria,Vargas Soto,34625936@sima.com,valeria123,Odontología,8
Sofía,Torres Díaz,42076697@sima.com,sofía123,Ingeniería de Sistemas e Informática,3
Miguel,Quispe Mamani,95383810@sima.com,miguel123,Odontología,4
Ana,Quispe Mamani,30702585@sima.com,ana123,Ingeniería Industrial,10
Diego,Paredes Silva,55366194@sima.com,diego123,Tecnología Médica - Terapia Física y Rehabilitación,4
Alonso,Vargas Soto,61997988@sima.com,alonso123,Farmacia y Bioquímica,6
Camila,García Pérez,85530878@sima.com,camila123,Ingeniería Mecatrónica,9
Luis,Paredes Silva,13595022@sima.com,luis123,Tecnología Médica - Terapia Física y Rehabilitación,8
Fernando,Mendoza López,70091144@sima.com,fernando123,Derecho,5
Ana,Ramos Medina,82776281@sima.com,ana123,Medicina Humana,1
Andrea,Castillo Huamán,72806438@sima.com,andrea123,Ingeniería de Minas,10
Ricardo,Ramos Medina,16067767@sima.com,ricardo123,Ingeniería Ambiental,2
Ricardo,Quispe Mamani,35668382@sima.com,ricardo123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,5
Andrea,Torres Díaz,36674998@sima.com,andrea123,Ingeniería de Sistemas e Informática,2
Diego,Ramos Medina,23214131@sima.com,diego123,Ingeniería Eléctrica,3
Fernando,Quispe Mamani,56441351@sima.com,fernando123,Ingeniería de Sistemas e Informática,10
Sofía,Quispe Mamani,61235290@sima.com,sofía123,Arquitectura,9
Fernando,Paredes Silva,78791018@sima.com,fernando123,Ingeniería de Sistemas e Informática,9
Lucía,Torres Díaz,86871349@sima.com,lucía123,Nutrición y Dietética,3
Carlos,García Pérez,68070399@sima.com,carlos123,Tecnología Médica - Radiología,7
Jorge,Quispe Mamani,54295478@sima.com,jorge123,Enfermería,1
Miguel,Torres Díaz,24066530@sima.com,miguel123,Farmacia y Bioquímica,9
Ricardo,Paredes Silva,73335301@sima.com,ricardo123,Tecnología Médica - Terapia Física y Rehabilitación,2
Fernando,Castillo Huamán,79847397@sima.com,fernando123,Arquitectura,5
Sofía,Ramos Medina,30566761@sima.com,sofía123,Ingeniería Industrial,1
Luis,Quispe Mamani,19371261@sima.com,luis123,Arquitectura,10
Diego,Vargas Soto,26026815@sima.com,diego123,Odontología,9
José,Quispe Mamani,25221482@sima.com,josé123,Odontología,8
Paula,Castillo Huamán,55372229@sima.com,paula123,Ingeniería Industrial,8
Ana,García Pérez,25979094@sima.com,ana123,Ciencias de la Comunicación,3
Carlos,García Pérez,98389178@sima.com,carlos123,Ingeniería de Sistemas e Informática,5
Paula,Castillo Huamán,55175531@sima.com,paula123,Ingeniería de Sistemas e Informática,7
Alonso,Vargas Soto,89266006@sima.com,alonso123,Ingeniería Industrial,7
José,Paredes Silva,96499509@sima.com,josé123,Ingeniería Ambiental,1
María,Paredes Silva,36185802@sima.com,maría123,Tecnología Médica - Terapia Física y Rehabilitación,4
Kevin,Quispe Mamani,66163712@sima.com,kevin123,Odontología,1
Elena,Torres Díaz,55672499@sima.com,elena123,Ingeniería Mecánica,10
Daniela,Castillo Huamán,57948097@sima.com,daniela123,Ciencias de la Comunicación,6
Luis,Paredes Silva,93635277@sima.com,luis123,Ingeniería Civil,1
Camila,Mendoza López,31573917@sima.com,camila123,Ingeniería Industrial,9
Sofía,Ramos Medina,37048716@sima.com,sofía123,Ingeniería Empresarial,2
Valeria,Flores Rojas,34365436@sima.com,valeria123,Ingeniería Empresarial,7
Alonso,García Pérez,18806975@sima.com,alonso123,Arquitectura,9
Kevin,García Pérez,44576928@sima.com,kevin123,Ingeniería Empresarial,1
Ricardo,Torres Díaz,54033150@sima.com,ricardo123,Ingeniería Mecánica,8
José,Vargas Soto,60578567@sima.com,josé123,Farmacia y Bioquímica,3
María,Cruz Fernández,28120107@sima.com,maría123,Arquitectura,4
Carlos,Mendoza López,62224472@sima.com,carlos123,Ingeniería Ambiental,1
Luis,Torres Díaz,66333960@sima.com,luis123,Medicina Humana,6
José,Paredes Silva,94326924@sima.com,josé123,Ingeniería Civil,2
Alonso,Mendoza López,80088661@sima.com,alonso123,Odontología,1
María,Mendoza López,83132695@sima.com,maría123,Ingeniería Ambiental,5
Daniela,Paredes Silva,84901411@sima.com,daniela123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,3
Luis,Castillo Huamán,82669124@sima.com,luis123,Derecho,5
Lucía,Mendoza López,53627137@sima.com,lucía123,Ingeniería de Sistemas e Informática,9
Ana,Castillo Huamán,21835912@sima.com,ana123,Medicina Humana,1
Luis,Vargas Soto,91846562@sima.com,luis123,Medicina Humana,1
José,Vargas Soto,76820438@sima.com,josé123,Ingeniería Civil,1
Elena,Ramos Medina,43144467@sima.com,elena123,Ingeniería de Minas,5
Diego,Cruz Fernández,67857642@sima.com,diego123,Nutrición y Dietética,10
Elena,Ramos Medina,23619517@sima.com,elena123,Ingeniería Mecatrónica,7
Sofía,Flores Rojas,11095007@sima.com,sofía123,Enfermería,10
Paula,Torres Díaz,27485540@sima.com,paula123,Arquitectura,6
Daniela,Ramos Medina,51179641@sima.com,daniela123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,9
Sofía,Castillo Huamán,48455860@sima.com,sofía123,Derecho,2
María,Quispe Mamani,29052291@sima.com,maría123,Ingeniería de Sistemas e Informática,8
Ricardo,Quispe Mamani,19508637@sima.com,ricardo123,Tecnología Médica - Terapia Física y Rehabilitación,2
Alonso,Quispe Mamani,56055862@sima.com,alonso123,Ingeniería Ambiental,3
Paula,Paredes Silva,43369213@sima.com,paula123,Derecho,7
Fernando,Flores Rojas,19641355@sima.com,fernando123,Ingeniería Ambiental,7
Kevin,Vargas Soto,78437055@sima.com,kevin123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,10
Miguel,Cruz Fernández,61405671@sima.com,miguel123,Ingeniería Ambiental,10
Sofía,Vargas Soto,54459557@sima.com,sofía123,Tecnología Médica - Terapia Física y Rehabilitación,8
Alonso,Quispe Mamani,56900324@sima.com,alonso123,Enfermería,10
Paula,Castillo Huamán,21391305@sima.com,paula123,Farmacia y Bioquímica,8
José,Vargas Soto,61216986@sima.com,josé123,Ingeniería de Minas,8
Luis,Cruz Fernández,21987496@sima.com,luis123,Medicina Humana,5
Daniela,Flores Rojas,61667848@sima.com,daniela123,Odontología,1
Sofía,Cruz Fernández,77833441@sima.com,sofía123,Ingeniería de Minas,6
María,Mendoza López,85467421@sima.com,maría123,Tecnología Médica - Radiología,3
Daniela,Cruz Fernández,67371215@sima.com,daniela123,Ingeniería Civil,1
Lucía,Cruz Fernández,23667039@sima.com,lucía123,Ingeniería Mecánica,7
Lucía,García Pérez,88967385@sima.com,lucía123,Ingeniería de Minas,7
Fernando,Quispe Mamani,93237840@sima.com,fernando123,Farmacia y Bioquímica,3
Lucía,Paredes Silva,10736686@sima.com,lucía123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,8
Paula,Paredes Silva,40791161@sima.com,paula123,Farmacia y Bioquímica,4
María,Ramos Medina,53929483@sima.com,maría123,Ingeniería Industrial,5
Miguel,Flores Rojas,70666928@sima.com,miguel123,Tecnología Médica - Radiología,3
Fernando,Flores Rojas,88537367@sima.com,fernando123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,9
María,Flores Rojas,90316077@sima.com,maría123,Ciencias de la Comunicación,9
Andrea,Mendoza López,28210370@sima.com,andrea123,Ingeniería Industrial,2
José,Flores Rojas,94698579@sima.com,josé123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,1
Carlos,Castillo Huamán,83805901@sima.com,carlos123,Nutrición y Dietética,8
José,Mendoza López,14629785@sima.com,josé123,Ingeniería Mecatrónica,10
Alonso,Cruz Fernández,32052378@sima.com,alonso123,Derecho,4
Diego,Flores Rojas,68159290@sima.com,diego123,Ingeniería de Sistemas e Informática,8
Ana,Paredes Silva,86342018@sima.com,ana123,Ingeniería Ambiental,3
José,Ramos Medina,53475924@sima.com,josé123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,9
Carlos,Torres Díaz,93996292@sima.com,carlos123,Ingeniería Industrial,7
Andrea,Mendoza López,93682884@sima.com,andrea123,Ingeniería Empresarial,5
Sofía,Castillo Huamán,22071168@sima.com,sofía123,Ingeniería Industrial,10
Jorge,Cruz Fernández,80094115@sima.com,jorge123,Ingeniería Civil,7
Jorge,Cruz Fernández,88712248@sima.com,jorge123,Medicina Humana,8
Paula,Paredes Silva,27013326@sima.com,paula123,Arquitectura,1
Alonso,Paredes Silva,36260245@sima.com,alonso123,Tecnología Médica - Terapia Física y Rehabilitación,7
Fernando,Vargas Soto,47617790@sima.com,fernando123,Ingeniería de Minas,9
Luis,Quispe Mamani,85871159@sima.com,luis123,Ingeniería Mecánica,7
Paula,Mendoza López,30848860@sima.com,paula123,Ingeniería de Minas,10
José,Torres Díaz,79397114@sima.com,josé123,Tecnología Médica - Radiología,7
Ricardo,García Pérez,29365614@sima.com,ricardo123,Ingeniería Ambiental,10
Elena,Cruz Fernández,86297946@sima.com,elena123,Ingeniería de Minas,9
María,Flores Rojas,79587417@sima.com,maría123,Nutrición y Dietética,2
Valeria,Flores Rojas,28861141@sima.com,valeria123,Odontología,4
Paula,Quispe Mamani,97024929@sima.com,paula123,Tecnología Médica - Laboratorio Clínico y Anatomía Patológica,7
